Time - milli sec,Voltage,Current,Remained Battery - Arbitrary,Consumed Current,Lidar Distance - in mm,Throttle,PWM Value
93901,13.27,10.69,99.14,11.15,571,1326,1357
93997,12.84,10.81,99.14,11.16,568,1326,1357
94092,13.08,10.58,99.14,11.17,566,1326,1357
94187,12.89,11.05,99.14,11.18,565,1325,1356
94282,13.18,10.11,99.14,11.2,561,1326,1357
94376,13.37,10.22,99.14,11.21,559,1326,1357
94472,13.04,9.4,99.14,11.22,556,1325,1356
94566,12.89,10.69,99.14,11.23,559,1325,1356
94661,12.6,11.63,99.14,11.24,553,1324,1355
94757,12.89,9.75,99.13,11.25,551,1325,1356
94851,13.51,8.7,99.13,11.26,550,1324,1355
94947,12.96,11.28,99.13,11.28,543,1325,1356
95041,12.75,11.4,99.13,11.29,539,1325,1356
95137,12.91,11.05,99.13,11.3,538,1325,1356
95231,13.01,10.93,99.13,11.31,535,1325,1356
95326,12.99,11.63,99.13,11.33,531,1325,1356
95421,13.15,8.81,99.13,11.34,529,1325,1356
95516,13.34,9.99,99.13,11.35,523,1325,1356
95611,12.79,10.58,99.13,11.36,516,1326,1357
95706,13.25,9.28,99.13,11.37,516,1327,1358
95801,12.53,12.1,99.12,11.38,515,1329,1360
95896,13.11,10.81,99.12,11.39,514,1329,1360
95991,12.99,10.22,99.12,11.41,513,1329,1360
96086,12.96,9.87,99.12,11.42,513,1330,1361
96181,13.44,9.4,99.12,11.43,513,1331,1362
96276,12.91,10.93,99.12,11.44,515,1331,1362
96371,13.04,9.64,99.12,11.45,515,1331,1362
96466,13.13,10.58,99.12,11.46,515,1331,1362
96561,13.15,11.4,99.12,11.47,515,1331,1362
96656,13.32,11.99,99.12,11.49,516,1331,1362
96751,12.96,11.99,99.12,11.5,516,1331,1362
96846,13.15,11.75,99.11,11.51,516,1331,1362
96941,13.37,9.64,99.11,11.52,518,1331,1362
97036,13.04,10.69,99.11,11.54,520,1331,1362
97131,13.1,8.93,99.11,11.55,521,1331,1362
97226,13.34,11.05,99.11,11.56,524,1331,1362
97321,13.16,10.22,99.11,11.57,527,1331,1362
97416,13.37,11.99,99.11,11.58,525,1331,1362
97510,12.96,11.16,99.11,11.6,526,1331,1362
97605,13.1,9.99,99.11,11.61,530,1331,1362
97700,13.23,10.46,99.11,11.62,529,1331,1362
97795,13.16,12.69,99.11,11.63,530,1331,1362
97890,13.08,10.58,99.1,11.64,532,1331,1362
97986,13.13,11.52,99.1,11.66,533,1331,1362
98080,13.23,10.93,99.1,11.67,532,1331,1362
98175,13.04,12.34,99.1,11.68,531,1331,1362
98270,13.01,11.16,99.1,11.7,534,1333,1364
98365,13.15,9.17,99.1,11.71,535,1335,1366
98460,13.11,13.04,99.1,11.72,539,1335,1366
98555,13.01,11.87,99.1,11.73,543,1336,1367
98650,13.15,12.46,99.1,11.75,548,1336,1367
98745,13.03,11.75,99.1,11.76,556,1335,1366
98840,13.39,9.28,99.09,11.77,564,1333,1364
98935,13.18,9.05,99.09,11.78,568,1331,1362
99030,12.91,11.05,99.09,11.79,575,1323,1354
99125,12.82,11.52,99.09,11.81,581,1320,1351
99220,13.11,10.22,99.09,11.82,580,1320,1351
99315,12.91,10.22,99.09,11.83,579,1318,1349
99410,12.92,10.11,99.09,11.84,574,1317,1348
99505,12.67,11.99,99.09,11.85,561,1313,1344
99600,13.13,10.34,99.09,11.86,549,1312,1343
99695,12.98,9.17,99.09,11.87,538,1312,1343
99790,13.04,10.34,99.09,11.89,520,1312,1343
99885,13.4,10.11,99.08,11.9,501,1312,1343
99980,12.89,9.17,99.08,11.91,494,1312,1343
100075,13.1,10.69,99.08,11.92,495,1312,1343
100170,13.4,7.76,99.08,11.93,493,1312,1343
100265,12.91,9.52,99.08,11.94,494,1312,1343
100360,12.84,9.4,99.08,11.95,491,1296,1326
100454,13.22,7.29,99.08,11.96,490,1271,1301
100549,13.15,7.05,99.08,11.96,493,1251,1280
100644,13.28,5.41,99.08,11.97,490,1202,1230
100739,13.39,3.29,99.08,11.97,493,1120,1146
100834,13.54,0.94,99.08,11.98,493,1101,1127
100929,13.58,0.24,99.08,11.98,489,1101,1127
101024,13.58,0.12,99.08,11.98,491,1101,1127
101119,13.54,0.59,99.08,11.98,491,1101,1127
101214,13.58,0.35,99.08,11.98,491,1101,1127
101309,13.59,0.24,99.08,11.98,491,1101,1127
101405,13.58,0.35,99.08,11.98,491,1101,1127
101499,13.59,0.24,99.08,11.98,491,1101,1127
101594,13.56,0.47,99.08,11.98,488,1101,1127
101689,13.56,0.71,99.08,11.98,493,1101,1127
101784,13.56,0.35,99.08,11.98,492,1101,1127
101878,13.59,0.47,99.08,11.98,491,1101,1127
101973,13.56,0.47,99.08,11.98,490,1101,1127
102069,13.58,0.24,99.08,11.98,490,1101,1127
102163,13.56,0.71,99.08,11.98,487,1101,1127
102258,13.58,0.12,99.08,11.98,490,1101,1127
102353,13.58,0.24,99.08,11.98,489,1101,1127
102449,13.58,0.24,99.08,11.98,489,1101,1127
