timestamp,mac_adress[0],mac_adress[1],mac_adress[2],mac_adress[3],mac_adress[4],mac_adress[5],drone_mode,drone_filter,is_armed,voltage,current
1752496867628489957,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.168181419372559,10.644110679626465
1752496867646968290,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.19272518157959,10.457470893859863
1752496867669179040,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,10.752984046936035
1752496867703867998,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.217268943786621,10.364150047302246
1752496867710956248,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.045461654663086,10.364150047302246
1752496867733060415,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.274538040161133,10.146403312683105
1752496867752262290,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.200906753540039,9.757569313049316
1752496867772843415,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.331808090209961,9.570928573608398
1752496867794935665,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.209087371826172,9.679802894592285
1752496867818982915,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.372714042663574,9.508715629577637
1752496867840816123,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.249994277954102,9.804229736328125
1752496867860907498,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.307263374328613,9.508715629577637
1752496867881955082,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.15181827545166,9.742015838623047
1752496867904043623,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.323626518249512,9.897549629211426
1752496867929144873,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.209087371826172,10.053083419799805
1752496867945919082,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.19272518157959,9.726462364196777
1752496867968805290,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,10.115296363830566
1752496867988747165,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.315444946289062,9.493162155151367
1752496868009700415,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.249994277954102,9.850889205932617
1752496868032186707,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.307263374328613,9.430948257446289
1752496868053678332,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,9.944210052490234
1752496868072913415,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.209087371826172,9.897549629211426
1752496868095310832,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.102730751037598,9.835335731506348
1752496868223739498,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.143636703491211,9.959762573242188
1752496868227406749,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.331808090209961,9.384288787841797
1752496868231326165,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.217268943786621,9.928656578063965
1752496868231973957,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.290901184082031,9.881996154785156
1752496868234507207,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.372714042663574,9.757569313049316
1752496868245110373,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.209087371826172,9.819782257080078
1752496868246158540,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.364533424377441,9.710908889770508
1752496868266003582,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.290901184082031,9.399842262268066
1752496868284424582,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.397257804870605,9.384288787841797
1752496868306563957,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.29908275604248,9.633142471313477
1752496868352653457,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,9.928656578063965
1752496868354009415,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,9.944210052490234
1752496868371582415,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.241812705993652,10.348596572875977
1752496868392068915,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.25817584991455,10.317490577697754
1752496868415299207,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.290901184082031,10.441917419433594
1752496868436391707,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.23363208770752,10.504130363464355
1752496868458642957,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.372714042663574,10.006422996520996
1752496868482873457,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.323626518249512,10.348596572875977
1752496868500659374,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.331808090209961,10.426363945007324
1752496868520752623,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.094549179077148,10.441917419433594
1752496868542338082,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.15181827545166,10.908517837524414
1752496868564643082,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.323626518249512,10.410810470581055
1752496868585142873,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,10.877410888671875
1752496868605894332,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.217268943786621,10.737430572509766
1752496868647353040,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.053642272949219,10.410810470581055
1752496868650778498,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.274538040161133,9.835335731506348
1752496868671054749,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.25817584991455,10.037529945373535
1752496868690168373,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.356351852416992,10.037529945373535
1752496868714548915,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.176362037658691,9.881996154785156
1752496868733553665,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.372714042663574,9.462055206298828
1752496868756896915,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.135456085205078,10.068636894226074
1752496868776669832,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.135456085205078,10.177510261535645
1752496868796166457,4.0,233.0,229.0,24.0,238.0,128.0,2.0,1.0,1.0,15.037280082702637,10.146403312683105
