timestamp,distance
1752496867628503499,1.3899999856948853
1752496867647037540,1.3899999856948853
1752496867669235332,1.4040000438690186
1752496867703941332,0.0
1752496867711026915,0.0
1752496867733181498,1.4149999618530273
1752496867752391790,0.0
1752496867773648499,0.0
1752496867795299582,1.4290000200271606
1752496867819038457,1.4290000200271606
1752496867840889915,0.0
1752496867860964248,1.4559999704360962
1752496867882037123,1.4559999704360962
1752496867929269124,1.472000002861023
1752496867945996748,1.472000002861023
1752496867968877165,1.49399995803833
1752496867988848082,1.49399995803833
1752496868009805748,0.0
1752496868032252332,1.496999979019165
1752496868053802499,1.496999979019165
1752496868072963248,0.0
1752496868095374582,1.5210000276565552
1752496868223931665,1.5210000276565552
1752496868227535957,0.0
1752496868231416957,0.0
1752496868233713499,1.5369999408721924
1752496868234589790,1.5520000457763672
1752496868245155832,1.5520000457763672
1752496868246237248,0.0
1752496868266101582,1.5839999914169312
1752496868284944457,1.5839999914169312
1752496868306674665,0.0
1752496868352748415,0.0
1752496868354042582,1.5839999914169312
1752496868371675832,0.0
1752496868392155498,0.0
1752496868415379499,1.6169999837875366
1752496868436522915,1.6369999647140503
1752496868458698873,1.6369999647140503
1752496868482962249,0.0
1752496868500755165,0.0
1752496868521694582,1.6629999876022339
1752496868542431165,0.0
1752496868564780915,0.0
1752496868585214832,1.6950000524520874
1752496868606004748,0.0
1752496868647388624,0.0
1752496868650885832,1.722000002861023
1752496868671142790,1.722000002861023
1752496868691015415,0.0
1752496868714709582,1.7380000352859497
1752496868733649457,1.7380000352859497
1752496868757004874,1.7719999551773071
1752496868776767499,0.0
1752496868796297874,0.0
1752496868817469790,1.809000015258789
1752496868848005790,1.809000015258789
1752496868860694248,0.0
1752496868883474415,1.8240000009536743
1752496868905417790,1.8240000009536743
1752496868925285915,0.0
1752496868949237874,1.8700000047683716
1752496868969162165,1.8700000047683716
1752496868992410748,1.899999976158142
1752496869012044373,1.899999976158142
1752496869062454290,1.9119999408721924
1752496869074563998,1.9119999408721924
1752496869095799498,0.0
1752496869117907332,1.934999942779541
1752496869140172290,1.934999942779541
1752496869158397832,0.0
1752496869272033374,0.0
1752496869274328915,1.9459999799728394
1752496869279031915,1.9550000429153442
1752496869280068998,1.9550000429153442
1752496869282408373,0.0
1752496869287648832,1.9800000190734863
1752496869310240790,1.9800000190734863
1752496869328477540,0.0
1752496869349086957,0.0
1752496869371351998,1.9730000495910645
1752496869393780540,0.0
1752496869415194540,0.0
1752496869437002957,1.968999981880188
1752496869482424332,0.0
1752496869484140749,0.0
1752496869502927623,1.9589999914169312
1752496869521295499,1.9589999914169312
1752496869543909124,1.934999942779541
1752496869564845415,0.0
1752496869585612790,0.0
1752496869606800124,1.9190000295639038
1752496869630620373,1.9259999990463257
1752496869651659457,1.9259999990463257
1752496869672618624,1.8899999856948853
1752496869726082540,1.8899999856948853
1752496869727710915,1.8760000467300415
1752496869737564332,1.8869999647140503
1752496869759176915,1.8869999647140503
1752496869781570499,1.8799999952316284
1752496869803191707,1.8619999885559082
1752496869823182957,1.8619999885559082
1752496869844299623,1.9140000343322754
1752496869865992998,1.9140000343322754
1752496869894319207,1.8539999723434448
1752496869917576873,1.8849999904632568
1752496869933963665,1.8849999904632568
1752496869951409999,0.0
1752496869977519332,1.8630000352859497
1752496869998424873,1.8630000352859497
1752496870024908832,1.871999979019165
1752496870049666207,1.871999979019165
1752496870063074040,0.0
1752496870087565165,1.9010000228881836
1752496870104841832,1.9010000228881836
1752496870122872290,0.0
1752496870143390374,1.8960000276565552
1752496870186886290,1.8960000276565552
1752496870191254832,0.0
1752496870206250457,0.0
1752496870228652999,1.8969999551773071
1752496870317779957,1.8980000019073486
1752496870324903832,1.8980000019073486
1752496870327315165,0.0
1752496870328115540,1.9019999504089355
1752496870336368290,1.9019999504089355
1752496870356780082,0.0
1752496870384129707,0.0
1752496870399230582,1.906999945640564
1752496870422343665,0.0
1752496870443157582,0.0
1752496870465573665,1.8860000371932983
1752496870486701832,0.0
1752496870507676749,0.0
1752496870534011998,1.899999976158142
1752496870550927499,1.899999976158142
1752496870574219415,1.8860000371932983
1752496870615847790,0.0
1752496870617656290,0.0
1752496870633149665,1.878999948501587
1752496870654083165,0.0
1752496870676652415,0.0
1752496870699615082,1.8769999742507935
1752496870718726165,1.8769999742507935
1752496870740385457,0.0
1752496870760657665,1.8669999837875366
1752496870784153207,1.8669999837875366
1752496870807532415,1.8450000286102295
1752496870859625248,0.0
1752496870863808623,0.0
1752496870867098665,1.815000057220459
1752496870888242457,1.815000057220459
1752496870907405498,0.0
1752496870929282540,1.7979999780654907
1752496870951412040,1.7979999780654907
1752496870973173165,0.0
1752496870996958332,1.7740000486373901
1752496871015848123,1.7740000486373901
1752496871039064998,0.0
1752496871058162248,0.0
1752496871104127165,1.7359999418258667
1752496871107688540,1.6929999589920044
1752496871124362498,1.6929999589920044
1752496871143780207,0.0
1752496871165510249,1.6469999551773071
