timestamp,std_beta,high_beta,low_beta
1752496867628497040,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867647000707,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867669219624,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867703916790,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867711001374,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867733142665,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867752329665,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867773631290,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867795090499,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867819002873,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867840876040,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867860925957,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867882001540,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867929206082,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867946011207,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867968824415,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496867988829665,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868009787415,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868032259248,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868053811290,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868072953623,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868095339623,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868223874290,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868227457582,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868231346082,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868231997582,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868234577207,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868245139582,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868246187290,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868266087624,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868284639832,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868306685915,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868352713332,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868354049623,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868371658748,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868392166082,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868415348582,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868436493832,0.10000000149011612,0.11999999731779099,0.05000000074505806
1752496868458662540,0.10000000149011612,0.11999999731779099,0.05000000074505806
