timestamp,acc_lpf_x,acc_lpf_y,acc_lpf_z,gyro_hpf_x,gyro_hpf_y,gyro_hpf_z,gyro_lpf_x,gyro_lpf_y,gyro_lpf_z,mag_lpf_x,mag_lpf_y,mag_lpf_z
1752496867646688915,0.0,0.0,0.0,1.9376113414764404,5.101134777069092,0.8325090408325195,0.0,0.0,0.0,0.0,0.0,0.0
1752496867668676415,0.0,0.0,0.0,3.845958709716797,1.2839046716690063,0.6076846122741699,0.0,0.0,0.0,0.0,0.0,0.0
1752496867703351832,0.0,0.0,0.0,0.3050931990146637,-2.067617416381836,0.6169796586036682,0.0,0.0,0.0,0.0,0.0,0.0
1752496867710478998,0.0,0.0,0.0,-0.2765417993068695,-4.982386589050293,0.9216203689575195,0.0,0.0,0.0,0.0,0.0,0.0
1752496867732477915,0.0,0.0,0.0,-0.5196828842163086,-7.6938958168029785,0.09448667615652084,0.0,0.0,0.0,0.0,0.0,0.0
1752496867750258707,0.0,0.0,0.0,-3.114387273788452,-2.8823957443237305,-0.6530128121376038,0.0,0.0,0.0,0.0,0.0,0.0
1752496867771358540,0.0,0.0,0.0,-3.603544235229492,-5.068100452423096,-0.860904335975647,0.0,0.0,0.0,0.0,0.0,0.0
1752496867793233207,0.0,0.0,0.0,0.03952483460307121,-3.253528356552124,-1.1660702228546143,0.0,0.0,0.0,0.0,0.0,0.0
1752496867814130082,0.0,0.0,0.0,-0.24645456671714783,-0.08948273211717606,-0.49357283115386963,0.0,0.0,0.0,0.0,0.0,0.0
1752496867840101165,0.0,0.0,0.0,0.8477224707603455,-0.6247326731681824,-0.6109849810600281,0.0,0.0,0.0,0.0,0.0,0.0
1752496867860243998,0.0,0.0,0.0,3.592332124710083,0.44855746626853943,-0.3578758239746094,0.0,0.0,0.0,0.0,0.0,0.0
1752496867881388373,0.0,0.0,0.0,0.7672858834266663,1.0031954050064087,-0.3184199631214142,0.0,0.0,0.0,0.0,0.0,0.0
1752496867901084332,0.0,0.0,0.0,4.586714267730713,1.0036650896072388,-0.21908408403396606,0.0,0.0,0.0,0.0,0.0,0.0
1752496867928645457,0.0,0.0,0.0,4.084813117980957,-1.6853482723236084,-0.7710440158843994,0.0,0.0,0.0,0.0,0.0,0.0
1752496867945210248,0.0,0.0,0.0,-1.1688635349273682,-3.877216100692749,0.0449194610118866,0.0,0.0,0.0,0.0,0.0,0.0
1752496867968190124,0.0,0.0,0.0,-4.814069747924805,-4.834481239318848,-0.24503405392169952,0.0,0.0,0.0,0.0,0.0,0.0
1752496867988040498,0.0,0.0,0.0,-4.940067291259766,-2.568610906600952,-0.40833500027656555,0.0,0.0,0.0,0.0,0.0,0.0
1752496868009131998,0.0,0.0,0.0,-9.478764533996582,-0.9769203662872314,-0.6579705476760864,0.0,0.0,0.0,0.0,0.0,0.0
1752496868028256749,0.0,0.0,0.0,-8.853142738342285,-2.4432806968688965,-0.7130753397941589,0.0,0.0,0.0,0.0,0.0,0.0
1752496868053397373,0.0,0.0,0.0,-10.188750267028809,0.7385120391845703,-0.23661157488822937,0.0,0.0,0.0,0.0,0.0,0.0
1752496868072488165,0.0,0.0,0.0,-9.356056213378906,-0.26971861720085144,-0.21795788407325745,0.0,0.0,0.0,0.0,0.0,0.0
1752496868094612832,0.0,0.0,0.0,-5.874303817749023,-5.467774868011475,-0.4157208502292633,0.0,0.0,0.0,0.0,0.0,0.0
1752496868217827457,0.0,0.0,0.0,-0.08269823342561722,-4.903778553009033,1.0540801286697388,0.0,0.0,0.0,0.0,0.0,0.0
1752496868224074498,0.0,0.0,0.0,2.8217031955718994,-4.818163871765137,1.410923957824707,0.0,0.0,0.0,0.0,0.0,0.0
1752496868227702040,0.0,0.0,0.0,2.6385626792907715,-3.8444693088531494,0.772865355014801,0.0,0.0,0.0,0.0,0.0,0.0
1752496868231451290,0.0,0.0,0.0,3.4107744693756104,-3.3336503505706787,0.6396436095237732,0.0,0.0,0.0,0.0,0.0,0.0
1752496868233910623,0.0,0.0,0.0,-2.684892177581787,-5.429197311401367,0.21836160123348236,0.0,0.0,0.0,0.0,0.0,0.0
1752496868234738665,0.0,0.0,0.0,-4.941666126251221,-4.453179359436035,0.3807293772697449,0.0,0.0,0.0,0.0,0.0,0.0
1752496868245293915,0.0,0.0,0.0,-1.280625820159912,-1.4862186908721924,0.005214214790612459,0.0,0.0,0.0,0.0,0.0,0.0
1752496868265386540,0.0,0.0,0.0,-0.8155425190925598,-2.3290929794311523,0.28566741943359375,0.0,0.0,0.0,0.0,0.0,0.0
1752496868282942707,0.0,0.0,0.0,-0.15041406452655792,-2.2292792797088623,-0.4082719087600708,0.0,0.0,0.0,0.0,0.0,0.0
1752496868303764040,0.0,0.0,0.0,-0.5171177387237549,-1.3359837532043457,-0.3253272473812103,0.0,0.0,0.0,0.0,0.0,0.0
1752496868351661623,0.0,0.0,0.0,3.40413498878479,-3.097013473510742,-0.632145881652832,0.0,0.0,0.0,0.0,0.0,0.0
1752496868352978290,0.0,0.0,0.0,1.277970790863037,-3.7757067680358887,-0.45352819561958313,0.0,0.0,0.0,0.0,0.0,0.0
1752496868370992582,0.0,0.0,0.0,-0.11356046050786972,-8.369022369384766,0.22852425277233124,0.0,0.0,0.0,0.0,0.0,0.0
1752496868391580790,0.0,0.0,0.0,3.810919761657715,-12.677376747131348,-0.5644603371620178,0.0,0.0,0.0,0.0,0.0,0.0
1752496868414563249,0.0,0.0,0.0,6.0025410652160645,-14.467035293579102,-0.29114529490470886,0.0,0.0,0.0,0.0,0.0,0.0
1752496868435732248,0.0,0.0,0.0,10.086536407470703,-18.10662078857422,0.3445048928260803,0.0,0.0,0.0,0.0,0.0,0.0
1752496868458025790,0.0,0.0,0.0,13.403382301330566,-21.28188133239746,0.1996355950832367,0.0,0.0,0.0,0.0,0.0,0.0
1752496868475227415,0.0,0.0,0.0,19.881561279296875,-18.98142433166504,0.11955981701612473,0.0,0.0,0.0,0.0,0.0,0.0
1752496868500021623,0.0,0.0,0.0,18.09060287475586,-14.258256912231445,-0.8797914385795593,0.0,0.0,0.0,0.0,0.0,0.0
1752496868520216832,0.0,0.0,0.0,13.703786849975586,-14.481375694274902,-1.3647992610931396,0.0,0.0,0.0,0.0,0.0,0.0
1752496868541728249,0.0,0.0,0.0,5.620684623718262,-10.04312515258789,-2.2059755325317383,0.0,0.0,0.0,0.0,0.0,0.0
1752496868560132165,0.0,0.0,0.0,1.0966088771820068,-3.302185535430908,-2.932041645050049,0.0,0.0,0.0,0.0,0.0,0.0
1752496868584401207,0.0,0.0,0.0,-4.776094436645508,4.426344871520996,-2.9091012477874756,0.0,0.0,0.0,0.0,0.0,0.0
1752496868605281040,0.0,0.0,0.0,-6.650008678436279,10.966733932495117,-2.455195426940918,0.0,0.0,0.0,0.0,0.0,0.0
1752496868646576998,0.0,0.0,0.0,-2.8529722690582275,12.235112190246582,-1.7802869081497192,0.0,0.0,0.0,0.0,0.0,0.0
1752496868647549707,0.0,0.0,0.0,2.008479118347168,11.312112808227539,-2.1554412841796875,0.0,0.0,0.0,0.0,0.0,0.0
1752496868669503832,0.0,0.0,0.0,5.212406158447266,11.061725616455078,-1.928807020187378,0.0,0.0,0.0,0.0,0.0,0.0
1752496868689595040,0.0,0.0,0.0,8.486601829528809,8.726163864135742,-3.410555362701416,0.0,0.0,0.0,0.0,0.0,0.0
1752496868713202207,0.0,0.0,0.0,5.328001022338867,2.9186642169952393,-4.354104518890381,0.0,0.0,0.0,0.0,0.0,0.0
1752496868732916332,0.0,0.0,0.0,7.269674301147461,1.7978929281234741,-4.209167957305908,0.0,0.0,0.0,0.0,0.0,0.0
1752496868756386623,0.0,0.0,0.0,3.528978109359741,3.2299935817718506,-4.674544811248779,0.0,0.0,0.0,0.0,0.0,0.0
1752496868775932165,0.0,0.0,0.0,1.8392267227172852,6.852854251861572,-4.913647174835205,0.0,0.0,0.0,0.0,0.0,0.0
1752496868795571123,0.0,0.0,0.0,-1.380797028541565,8.580933570861816,-5.803635120391846,0.0,0.0,0.0,0.0,0.0,0.0
1752496868815110290,0.0,0.0,0.0,-6.527299880981445,7.0858330726623535,-5.956201076507568,0.0,0.0,0.0,0.0,0.0,0.0
1752496868845761457,0.0,0.0,0.0,-4.468323230743408,9.397645950317383,-5.509509563446045,0.0,0.0,0.0,0.0,0.0,0.0
1752496868857565915,0.0,0.0,0.0,-6.200085639953613,4.62268590927124,-5.735320091247559,0.0,0.0,0.0,0.0,0.0,0.0
1752496868882317123,0.0,0.0,0.0,-2.6234121322631836,-0.8380592465400696,-5.268357753753662,0.0,0.0,0.0,0.0,0.0,0.0
1752496868904717457,0.0,0.0,0.0,-0.2012535035610199,-4.212553024291992,-4.785943031311035,0.0,0.0,0.0,0.0,0.0,0.0
1752496868924612832,0.0,0.0,0.0,2.703575611114502,-4.946926593780518,-4.543367862701416,0.0,0.0,0.0,0.0,0.0,0.0
1752496868945942207,0.0,0.0,0.0,0.8452655076980591,-5.571230888366699,-3.5713844299316406,0.0,0.0,0.0,0.0,0.0,0.0
1752496868968682207,0.0,0.0,0.0,5.674638748168945,-3.3820278644561768,-4.318997383117676,0.0,0.0,0.0,0.0,0.0,0.0
1752496868988584582,0.0,0.0,0.0,1.3608719110488892,-0.6344403028488159,-4.146844387054443,0.0,0.0,0.0,0.0,0.0,0.0
1752496869007042665,0.0,0.0,0.0,0.961402177810669,6.0760955810546875,-4.254890441894531,0.0,0.0,0.0,0.0,0.0,0.0
1752496869030141957,0.0,0.0,0.0,-1.676418662071228,13.463332176208496,-4.6266560554504395,0.0,0.0,0.0,0.0,0.0,0.0
1752496869061671498,0.0,0.0,0.0,-5.56997537612915,19.337238311767578,-3.9521946907043457,0.0,0.0,0.0,0.0,0.0,0.0
1752496869073807540,0.0,0.0,0.0,-4.9122724533081055,19.95932960510254,-3.694673776626587,0.0,0.0,0.0,0.0,0.0,0.0
1752496869095042415,0.0,0.0,0.0,-2.173947811126709,16.22156524658203,-3.074019193649292,0.0,0.0,0.0,0.0,0.0,0.0
1752496869117042374,0.0,0.0,0.0,-0.966995894908905,14.05512523651123,-2.9761805534362793,0.0,0.0,0.0,0.0,0.0,0.0
1752496869139362623,0.0,0.0,0.0,3.30250883102417,6.006453514099121,-2.3222594261169434,0.0,0.0,0.0,0.0,0.0,0.0
1752496869157810124,0.0,0.0,0.0,4.697595596313477,-2.6978442668914795,-2.527630567550659,0.0,0.0,0.0,0.0,0.0,0.0
1752496869265443707,0.0,0.0,0.0,3.981818437576294,-8.93194580078125,-1.7941850423812866,0.0,0.0,0.0,0.0,0.0,0.0
1752496869272140248,0.0,0.0,0.0,3.695216417312622,-15.234707832336426,-2.2962253093719482,0.0,0.0,0.0,0.0,0.0,0.0
1752496869274358499,0.0,0.0,0.0,1.780989408493042,-18.079179763793945,-2.9334962368011475,0.0,0.0,0.0,0.0,0.0,0.0
1752496869279276748,0.0,0.0,0.0,-3.7354440689086914,-16.622034072875977,-2.1377828121185303,0.0,0.0,0.0,0.0,0.0,0.0
