timestamp,layout.data_offset,data[0],data[1],data[2]
1752496867627209082,0.0,17.283714294433594,-4.508436679840088,13.0
1752496867646709415,0.0,15.719962120056152,-4.900357246398926,12.0
1752496867668821498,0.0,15.116646766662598,-4.738717555999756,12.0
1752496867703472624,0.0,14.41629409790039,-4.4606122970581055,12.0
1752496867710650457,0.0,14.15178108215332,-4.5562896728515625,10.0
1752496867732692248,0.0,14.337870597839355,-4.260349750518799,10.0
1752496867750670582,0.0,14.146772384643555,-3.6895718574523926,10.0
1752496867771618790,0.0,13.981335639953613,-3.6065754890441895,9.0
1752496867793738374,0.0,13.562875747680664,-3.1125218868255615,9.0
1752496867818635040,0.0,13.27437686920166,-3.240206241607666,9.0
1752496867840295957,0.0,13.224784851074219,-2.745582342147827,9.0
1752496867860422457,0.0,12.548965454101562,-2.61006236076355,9.0
1752496867881572915,0.0,12.166169166564941,-2.9501571655273438,10.0
1752496867903576123,0.0,11.66110897064209,-2.999432325363159,10.0
1752496867928809999,0.0,11.26625919342041,-3.1611416339874268,10.0
1752496867945537540,0.0,10.720357894897461,-15.097103118896484,10.0
1752496867968413207,0.0,10.81721019744873,-15.00563907623291,10.0
1752496867988371915,0.0,10.539078712463379,-14.191293716430664,10.0
1752496868009236207,0.0,10.423359870910645,-13.622420310974121,10.0
1752496868031674665,0.0,10.25861930847168,-12.690581321716309,10.0
1752496868053470165,0.0,9.79627799987793,-11.852324485778809,10.0
1752496868072706707,0.0,9.428232192993164,-10.893749237060547,11.0
1752496868094943999,0.0,9.283479690551758,-10.083751678466797,11.0
1752496868218227748,0.0,9.360361099243164,-9.453354835510254,11.0
1752496868224309040,0.0,9.339276313781738,-9.180399894714355,11.0
1752496868228009582,0.0,9.14880657196045,-9.564669609069824,11.0
1752496868231648373,0.0,9.135190963745117,-8.996345520019531,11.0
1752496868234152832,0.0,8.910910606384277,-8.247904777526855,11.0
1752496868240144124,0.0,9.174785614013672,-7.66881799697876,11.0
1752496868245611582,0.0,9.009318351745605,-7.068691730499268,11.0
1752496868265551082,0.0,9.024615287780762,-6.800076007843018,11.0
1752496868283363832,0.0,8.78210163116455,-6.581485271453857,11.0
1752496868304394915,0.0,9.06043815612793,-6.196291923522949,11.0
1752496868351924123,0.0,-2.7686328887939453,-5.433128356933594,11.0
1752496868353543248,0.0,-2.5929110050201416,-5.785290718078613,10.0
1752496868371181040,0.0,-2.300652027130127,-4.928615093231201,10.0
1752496868391640915,0.0,-1.3268558979034424,7.307943344116211,10.0
1752496868414881499,0.0,-12.021760940551758,7.564139366149902,9.0
1752496868435903082,0.0,-10.976067543029785,6.606212615966797,9.0
1752496868458250249,0.0,-9.152871131896973,6.255118370056152,10.0
1752496868481583290,0.0,-7.9382004737854,5.775981426239014,10.0
1752496868500264790,0.0,-6.2878193855285645,4.46649694442749,10.0
1752496868520350707,0.0,-4.653200149536133,3.612168788909912,10.0
1752496868541976415,0.0,8.293139457702637,3.0209193229675293,10.0
1752496868564129624,0.0,9.49282455444336,2.7591161727905273,10.0
1752496868584631165,0.0,9.994379997253418,3.0041444301605225,10.0
1752496868605514207,0.0,9.80317211151123,2.9402995109558105,9.0
1752496868646920040,0.0,9.554036140441895,2.82926082611084,9.0
1752496868647759790,0.0,9.113250732421875,2.6520068645477295,9.0
1752496868669689165,0.0,8.75162410736084,2.636531114578247,0.0
1752496868689802790,0.0,8.36099910736084,2.2904601097106934,0.0
1752496868713388915,0.0,7.844484329223633,1.8867164850234985,0.0
1752496868733072957,0.0,19.89229965209961,1.2369718551635742,0.0
