Time - milli sec,Voltage,Current,Remained Battery - Arbitrary,Consumed Current,Lidar Distance - in mm,Throttle,PWM Value
157713,15.74,8.46,98.67,17.28,498,1292,1322
157808,15.38,11.99,98.67,17.29,494,1292,1322
157903,15.8,9.75,98.67,17.3,492,1293,1323
157998,15.79,10.22,98.67,17.31,497,1292,1322
158093,15.67,10.46,98.67,17.32,501,1291,1321
158188,15.86,9.75,98.67,17.33,509,1291,1321
158283,15.75,8.58,98.67,17.34,516,1291,1321
158377,15.87,10.34,98.66,17.36,525,1292,1322
158473,15.79,10.81,98.66,17.37,534,1292,1322
158568,15.7,8.23,98.66,17.38,545,1292,1322
158663,15.8,11.75,98.66,17.39,553,1292,1322
158757,15.89,10.46,98.66,17.4,564,1292,1322
158853,15.48,10.11,98.66,17.41,574,1292,1322
158947,15.58,8.34,98.66,17.42,582,1292,1322
159043,15.56,10.46,98.66,17.43,592,1291,1321
159137,15.56,9.87,98.66,17.44,604,1291,1321
159233,15.46,11.28,98.66,17.46,611,1285,1315
159327,15.63,10.11,98.66,17.47,616,1280,1310
159423,15.43,10.11,98.66,17.48,621,1280,1310
159517,15.65,8.58,98.65,17.49,615,1280,1310
159613,15.67,7.17,98.65,17.5,606,1280,1310
159707,15.79,9.05,98.65,17.51,600,1277,1307
159802,15.99,8.93,98.65,17.52,587,1273,1303
159897,15.65,9.17,98.65,17.53,576,1273,1303
159992,15.51,8.81,98.65,17.54,560,1273,1303
160087,15.44,8.7,98.65,17.55,545,1272,1302
160181,15.89,5.41,98.65,17.55,524,1270,1300
160277,15.67,8.23,98.65,17.56,502,1269,1299
160372,15.72,7.05,98.65,17.57,491,1266,1296
160467,15.92,7.4,98.65,17.58,493,1263,1292
160562,15.68,7.29,98.65,17.59,492,1247,1276
160657,15.91,5.64,98.65,17.59,491,1235,1264
160752,15.84,6.35,98.65,17.6,490,1199,1227
160847,15.98,4.47,98.65,17.6,489,1162,1189
160942,16.08,1.53,98.65,17.61,491,1110,1136
161036,16.18,0.12,98.65,17.61,489,1101,1127
161131,16.13,0.12,98.65,17.61,493,1101,1127
161226,16.18,0.47,98.65,17.61,488,1101,1127
161322,16.18,0.71,98.65,17.61,488,1101,1127
161416,16.16,0.24,98.65,17.61,490,1101,1127
161511,16.16,0.24,98.65,17.61,487,1101,1127
161606,16.13,0.24,98.65,17.61,492,1101,1127
161701,16.18,0.35,98.65,17.61,491,1101,1127
161796,16.16,0.24,98.65,17.61,491,1101,1127
161891,16.16,0.59,98.65,17.61,489,1101,1127
161986,16.16,0.47,98.65,17.61,490,1101,1127
162081,16.18,0.71,98.65,17.61,490,1101,1127
162176,16.15,0.12,98.65,17.61,489,1101,1127
162271,16.15,0.24,98.65,17.61,489,1101,1127
162366,16.15,0.12,98.65,17.61,490,1101,1127
162461,16.18,0.59,98.65,17.61,491,1101,1127
162556,16.16,0.12,98.65,17.61,491,1101,1127
162650,16.18,0.71,98.65,17.61,490,1101,1127
