1424,0.00,0.00,0.00,0.00,0.00,0,0.00
1524,13.64,0.59,100.00,0.00,493.00,328,335.00
1713,13.59,0.24,100.00,0.00,490.00,328,335.00
1903,13.64,0.24,100.00,0.00,494.00,328,335.00
2093,13.64,0.24,100.00,0.00,494.00,328,335.00
2282,13.63,0.71,100.00,0.00,494.00,328,335.00
2472,13.61,0.35,100.00,0.01,491.00,328,335.00
2662,13.64,0.12,100.00,0.01,492.00,328,335.00
2852,13.63,0.24,100.00,0.01,493.00,328,335.00
3041,13.63,0.24,100.00,0.01,491.00,1144,1171.00
3231,13.64,0.59,100.00,0.01,492.00,1196,1224.00
3421,13.70,2.82,100.00,0.01,495.00,1231,1260.00
3611,13.15,5.05,100.00,0.02,491.00,1231,1260.00
3800,13.27,4.82,100.00,0.03,492.00,1261,1290.00
3990,13.44,6.35,100.00,0.04,492.00,1320,1351.00
4180,13.56,9.64,99.99,0.07,495.00,1367,1399.00
4370,12.75,17.51,99.99,0.10,494.00,1398,1431.00
4559,13.20,14.81,99.99,0.14,494.00,1470,1504.00
4749,11.47,27.38,99.98,0.20,497.00,1533,1569.00
4939,9.14,26.91,99.98,0.26,527.00,1579,1616.00
5129,8.02,27.85,99.98,0.32,549.00,1588,1625.00
5318,7.52,28.44,99.97,0.38,555.00,1598,1635.00
5508,8.24,25.26,99.97,0.44,552.00,1648,1687.00
5698,7.04,27.26,99.96,0.50,535.00,1672,1711.00
5888,6.91,29.26,99.96,0.55,491.00,1710,1750.00
6077,6.67,24.44,99.95,0.61,497.00,1704,1744.00
6267,6.63,26.91,99.95,0.67,492.00,1494,1529.00
6457,10.44,24.56,99.94,0.72,494.00,1384,1416.00
6647,12.87,15.63,99.94,0.76,495.00,1527,1563.00
6837,9.38,24.21,99.94,0.84,496.00,1719,1759.00
7026,6.29,27.97,99.93,0.89,495.00,1745,1786.00
7216,6.46,25.15,99.93,0.95,493.00,1734,1775.00
7405,6.17,25.97,99.92,1.01,492.00,1235,1264.00
7595,13.22,5.41,99.92,1.01,492.00,1101,1127.00
7785,13.64,0.71,99.92,1.02,492.00,1120,1146.00
7975,13.59,0.24,99.92,1.02,494.00,1135,1161.00
8165,13.61,0.47,99.92,1.02,494.00,1102,1128.00
8354,13.63,0.00,99.92,1.02,492.00,1101,1127.00
8544,13.61,0.24,99.92,1.02,494.00,1101,1127.00
8734,13.63,0.12,99.92,1.02,494.00,1101,1127.00
8924,13.64,0.47,99.92,1.02,496.00,1101,1127.00
9114,13.66,0.24,99.92,1.02,490.00,1101,1127.00
9304,13.63,0.12,99.92,1.02,496.00,1101,1127.00
9493,13.64,0.71,99.92,1.02,495.00,1101,1127.00
9683,13.64,0.59,99.92,1.02,495.00,1101,1127.00
9873,13.64,0.59,99.92,1.03,492.00,1101,1127.00
10063,13.64,0.12,99.92,1.03,494.00,1101,1127.00
10252,13.66,0.59,99.92,1.03,492.00,1101,1127.00
10442,13.64,0.47,99.92,1.03,493.00,1105,1131.00
10632,13.64,0.47,99.92,1.03,492.00,1138,1165.00
10822,13.64,0.24,99.92,1.03,493.00,1174,1201.00
11011,13.56,1.88,99.92,1.03,496.00,1187,1215.00
11201,13.51,2.47,99.92,1.04,494.00,1186,1214.00
11391,13.47,2.47,99.92,1.04,495.00,1186,1214.00
11581,13.46,3.06,99.92,1.05,493.00,1186,1214.00
11771,13.49,1.76,99.92,1.05,494.00,1101,1127.00
11961,13.66,0.71,99.92,1.06,493.00,1101,1127.00
12150,13.64,0.24,99.92,1.06,493.00,1101,1127.00
12340,13.63,0.24,99.92,1.06,495.00,1101,1127.00
12530,13.64,0.24,99.92,1.06,494.00,1101,1127.00
12720,13.66,0.59,99.92,1.06,494.00,1101,1127.00
12910,13.66,0.35,99.92,1.06,493.00,1101,1127.00
13100,13.64,0.71,99.92,1.06,491.00,1101,1127.00
13289,13.64,0.47,99.92,1.06,494.00,1127,1153.00
13479,13.66,0.47,99.92,1.06,494.00,1131,1157.00
13669,13.63,0.12,99.92,1.06,496.00,1141,1168.00
13859,13.66,0.59,99.92,1.06,495.00,1148,1175.00
14049,13.64,1.53,99.92,1.07,492.00,1162,1189.00
14238,13.59,1.88,99.92,1.07,495.00,1163,1190.00
14428,13.58,1.41,99.92,1.07,493.00,1172,1199.00
14618,13.58,1.53,99.92,1.08,491.00,1174,1201.00
14808,13.46,1.53,99.92,1.08,493.00,1174,1201.00
14997,13.51,1.41,99.92,1.09,493.00,1174,1201.00
15187,13.58,2.12,99.92,1.09,495.00,1174,1201.00
15377,13.63,1.53,99.92,1.09,493.00,1175,1202.00
15567,13.52,2.35,99.92,1.10,492.00,1176,1203.00
15757,13.51,1.53,99.92,1.10,495.00,1140,1167.00
15946,13.64,0.47,99.92,1.10,493.00,1101,1127.00
16136,13.61,0.24,99.92,1.10,490.00,1101,1127.00
16326,13.63,0.12,99.92,1.10,493.00,1101,1127.00
16515,13.63,0.35,99.91,1.11,494.00,1101,1127.00
16705,13.64,0.24,99.91,1.11,495.00,1101,1127.00
16895,13.63,0.12,99.91,1.11,494.00,1111,1137.00
17085,13.66,0.59,99.91,1.11,497.00,1101,1127.00
17275,13.64,0.35,99.91,1.11,495.00,1101,1127.00
17465,13.66,0.71,99.91,1.11,493.00,1101,1127.00
17655,13.66,0.59,99.91,1.11,496.00,1101,1127.00
17844,13.63,0.24,99.91,1.11,493.00,1102,1128.00
18034,13.66,0.71,99.91,1.11,496.00,1117,1143.00
18224,13.64,0.12,99.91,1.11,493.00,1150,1177.00
18414,13.61,1.18,99.91,1.12,493.00,1151,1178.00
18604,13.63,1.18,99.91,1.12,492.00,1152,1179.00
18793,13.63,1.41,99.91,1.12,496.00,1152,1179.00
18983,13.56,0.94,99.91,1.12,496.00,1152,1179.00
19173,13.56,1.29,99.91,1.13,494.00,1152,1179.00
19363,13.61,1.41,99.91,1.13,494.00,1152,1179.00
19553,13.56,1.18,99.91,1.13,496.00,1101,1127.00
19743,13.64,0.59,99.91,1.13,491.00,1101,1127.00
19932,13.64,0.71,99.91,1.14,494.00,1101,1127.00
20122,13.64,0.35,99.91,1.14,492.00,1101,1127.00
20312,13.66,0.71,99.91,1.14,493.00,1127,1153.00
20501,13.61,0.12,99.91,1.14,494.00,1127,1153.00
20691,13.66,0.47,99.91,1.14,496.00,1127,1153.00
20881,13.63,0.24,99.91,1.14,492.00,1127,1153.00
21071,13.61,0.35,99.91,1.14,493.00,1127,1153.00
21261,13.64,0.47,99.91,1.14,496.00,1127,1153.00
21451,13.66,0.47,99.91,1.14,494.00,1127,1153.00
21641,13.66,0.12,99.91,1.14,492.00,1127,1153.00
21831,13.64,0.59,99.91,1.14,496.00,1316,1347.00
22020,13.46,10.11,99.91,1.19,496.00,1316,1347.00
22210,13.08,10.69,99.91,1.21,494.00,1316,1347.00
22400,13.01,9.75,99.91,1.23,498.00,1316,1347.00
22590,13.37,7.76,99.90,1.25,495.00,1101,1127.00
22779,13.64,0.12,99.90,1.25,495.00,1101,1127.00
22969,13.66,0.71,99.90,1.25,495.00,1101,1127.00
23159,13.64,0.59,99.90,1.25,494.00,1101,1127.00
23349,13.64,0.24,99.90,1.25,495.00,1101,1127.00
23538,13.63,0.12,99.90,1.25,493.00,1101,1127.00
23728,13.66,0.47,99.90,1.25,494.00,1101,1127.00
23918,13.63,0.12,99.90,1.25,492.00,1101,1127.00
24108,13.66,0.47,99.90,1.25,495.00,1101,1127.00
24298,13.64,0.47,99.90,1.25,494.00,1101,1127.00
24488,13.64,0.35,99.90,1.26,495.00,1166,1193.00
24677,13.44,2.94,99.90,1.26,496.00,1159,1186.00
24867,13.61,1.65,99.90,1.26,492.00,1159,1186.00
25057,13.58,0.82,99.90,1.26,497.00,1159,1186.00
25247,13.59,1.76,99.90,1.27,492.00,1159,1186.00
25437,13.63,1.06,99.90,1.27,497.00,1159,1186.00
25627,13.58,1.76,99.90,1.27,496.00,1159,1186.00
25816,13.63,2.00,99.90,1.28,494.00,1159,1186.00
26006,13.64,1.18,99.90,1.28,496.00,1159,1186.00
26196,13.56,1.76,99.90,1.29,497.00,1159,1186.00
26386,13.66,1.06,99.90,1.29,496.00,1159,1186.00
26575,13.59,1.76,99.90,1.29,496.00,1159,1186.00
26765,13.58,1.41,99.90,1.30,495.00,1159,1186.00
26955,13.56,1.06,99.90,1.30,498.00,1159,1186.00
27145,13.64,2.23,99.90,1.30,491.00,1159,1186.00
27335,13.52,1.53,99.90,1.31,495.00,1101,1127.00
27524,13.64,0.35,99.90,1.31,496.00,1101,1127.00
27714,13.64,0.59,99.90,1.31,493.00,1101,1127.00
27904,13.63,0.59,99.90,1.31,493.00,1101,1127.00
