Time (s),ESC signal (µs),Thrust (gf),Current (A),Torque (N·m),Voltage (V),Electrical Power (W),,,,,,,,,,,,,,,,,,,,,,,,,,,
87.018995,1281.00,-227.48,6.21,-0.07,15.20064754,94.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.074995,1281.00,,6.215722072,,15.19908495,94.4732878,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.21,1291.00,-228.11,6.53,-0.07,15.1783555,99.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.29,1296.00,,6.535743964,-0.07,15.17513905,99.18082347,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.362995,1298.00,-232.55,6.75,-0.07,15.1608232,102.3616987,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.44,1298.00,,7.025883068,,15.14083669,106.3777481,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.46,1301.00,-234.12,7.091513526,,15.13524704,107.3318091,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.533995,1303.00,,7.240601263,-0.07,15.12463664,109.5114631,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.591995,1306.00,,7.336181433,,15.11644992,110.8970192,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.666,1306.00,-248.79,7.519055528,-0.07,15.10376581,113.5660538,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.719995,1306.00,,7.628290659,,15.09499917,115.1490411,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.805995,1306.00,-254.99,7.732805626,-0.07,15.08563322,116.6542694,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.862995,1306.00,,7.827285108,,15.08193021,118.0505678,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.92,1306.00,-263.12,7.9017206,,15.08008609,119.1586269,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.005,1306.00,,7.93,-0.07,15.07598428,119.4915736,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.07,1306.00,-269.48,7.952603687,,15.07286754,119.868542,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.154995,1306.00,,7.93,-0.07,15.07126696,119.5606867,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.247995,1306.00,-271.69,7.894497354,,15.06790643,118.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.296995,1306.00,,7.870274993,-0.07,15.06516742,118.5670104,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.38,1306.00,-273.02,7.844220721,,15.06369043,118.1629126,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.45,1306.00,,7.8985809,-0.07,15.06471479,118.9898685,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.496995,1306.00,,7.948619699,,15.06551003,119.7500098,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.58,1306.00,-274.91,7.995473841,-0.07,15.06322654,120.4376338,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.640995,1306.00,-275.22,7.989695398,,15.0632426,120.3507201,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.693995,1306.00,,7.980625033,,15.06221905,120.2059224,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.777,1306.00,,7.961864849,-0.07,15.06329939,119.9319539,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.836995,1306.00,-274.45,7.94,,15.06018116,119.5598099,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.957995,1306.00,,7.95266371,-0.07,15.05855268,119.7556054,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.04,1306.00,-274.19,7.891101204,-0.07,15.05682582,118.8149364,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.10,1306.00,-274.12,7.87,,15.05660366,118.4908835,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.148,1306.00,,7.857436559,,15.05678538,118.3077359,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.23,1306.00,-273.87,7.925231835,-0.07,15.05926957,119.3482026,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.29,1306.00,,7.93,,15.06,119.3698537,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.35,1306.00,,7.921678021,-0.07,15.05994668,119.3000486,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.429,1306.00,-273.74,7.883651672,,15.05571776,118.6940345,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.469,1306.00,,7.91,,15.05415619,119.0243102,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.55,1306.00,-273.59,7.92733825,-0.07,15.05502924,119.3463092,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.61,1306.00,,7.924576976,,15.05565019,119.3096588,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.684995,1306.00,-274.12,7.910281158,-0.07,15.05619403,119.098728,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.751995,1306.00,,7.864550142,,15.05447197,118.3966497,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.826,1311.00,,7.83,-0.07,15.05181187,117.9141856,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.871995,1311.00,-273.68,7.830066193,,15.05178859,117.856501,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.969995,1318.00,,7.992601223,-0.07,15.04275747,120.2307617,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.029995,1321.00,-274.19,8.195310078,,15.03,123.1813996,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.112995,1323.00,,8.38125109,-0.07,15.01812659,125.8706899,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.17,1323.00,-276.63,8.48,,15.01053302,127.2290028,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.257995,1326.00,,8.679178328,-0.07,14.99623757,130.1550201,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.278995,1326.00,-280.61,8.722999143,,14.99485355,130.8000947,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.35,1328.00,,8.8352771,,14.98548468,132.4009097,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.422995,1328.00,,8.977016719,-0.07,14.97590358,134.4389368,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.498995,1328.00,-288.55,9.066554467,,14.96865171,135.7140961,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.573995,1328.00,,9.135474196,-0.08,14.96298187,136.6939347,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.70,1328.00,-294.07,9.105111335,-0.08,14.95943208,136.2072946,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.764995,1328.00,-296.72,9.174269986,,14.95517487,137.2028119,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.817995,1328.00,,9.215975586,,14.95237135,137.8006893,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.895995,1328.00,-300.14,9.195096853,-0.08,14.95281454,137.4925779,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.96,1328.00,,9.154593291,,14.95595494,136.9156847,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.036995,1328.00,-304.66,9.16,-0.08,14.95249695,136.9158843,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.094,1328.00,,9.169089343,,14.95273529,137.1029658,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.18,1328.00,-303.80,9.091508055,-0.08,14.95110872,135.9281254,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.22,1328.00,,9.180986986,,14.95211557,137.2751785,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.305995,1328.00,,9.153397044,-0.08,14.95377313,136.8778228,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.368995,1328.00,-301.56,9.077888693,,14.95647874,135.7732493,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.493995,1328.00,-299.29,9.131057806,-0.08,14.95438694,136.5493716,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.547995,1328.00,,8.97,,14.9548614,134.1389447,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.63,1328.00,-298.14,9.087877598,-0.08,14.95264659,135.887822,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.671995,1328.00,,9.043532585,,14.95138623,135.2133486,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.756995,1328.00,,8.976825885,-0.08,14.94656336,134.1726968,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.779995,1328.00,-298.23,8.999886173,,14.94770624,134.5276547,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.844995,1328.00,,8.920661125,,14.94582615,133.3266503,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.898,1328.00,,9.025302167,-0.08,14.9422516,134.8583358,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.979995,1328.00,-298.52,9.122706209,,14.94009772,136.2941222,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.046995,1328.00,,9.19155649,-0.08,14.94006668,137.3224669,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.108,1328.00,-298.59,9.233005092,,14.94371357,137.9753835,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.237995,1331.00,,9.121141793,-0.08,14.93984506,136.2684452,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.32,1338.00,-299.76,9.193244567,-0.08,14.93807882,137.329412,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.373995,1343.00,,9.215582713,,14.93968789,137.6779295,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.461995,1343.00,-301.61,9.41,-0.08,14.91889158,140.3126838,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.515995,1343.00,,9.643859158,,14.90668152,143.7579371,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.61,1343.00,-302.56,9.960214072,-0.08,14.88948409,148.302449,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.639,1346.00,,9.99,,14.88259162,148.7241875,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.71,1346.00,-310.69,10.03802303,,14.87675114,149.3331705,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.73,1346.00,,10.07833325,,14.87740405,149.9394359,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.8,1346.00,,10.23861174,-0.08,14.87221635,152.2708489,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.86,1346.00,-317.97,10.30910572,,14.8629062,153.2232713,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.94,1346.00,,10.36583988,-0.08,14.85906649,154.0267041,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.027995,1346.00,-321.50,10.33739612,,14.85579044,153.5701905,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.103,1346.00,,10.24090686,-0.08,14.85687081,152.1478302,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.18,1346.00,-325.61,10.23644798,,14.86247187,152.1389201,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.24,1346.00,,10.30669227,-0.08,14.86342868,153.1927855,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.32,1346.00,-327.18,10.18861125,,14.86255563,151.4288014,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.375995,1346.00,,10.26558874,,14.84981468,152.4420904,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.46,1346.00,-327.85,10.26184989,-0.08,14.85370104,152.4264504,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.501995,1346.00,,10.35261929,,14.85479392,153.7860261,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.586995,1346.00,-327.23,10.28506657,-0.08,14.85570695,152.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.693995,1346.00,,10.36270948,-0.08,14.8598985,153.9888111,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.759995,1346.00,-324.94,10.28349116,,14.85573219,152.7687907,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.83,1346.00,,10.39607625,-0.08,14.86221752,154.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.881995,1346.00,,10.47661961,,14.86536593,155.7387842,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.965,1346.00,-324.97,10.45175355,-0.08,14.8574657,155.2865698,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.02,1346.00,,10.44683415,,14.85,155.1231454,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.099,1346.00,-324.98,10.35426846,-0.08,14.84900104,153.7505432,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.152,1346.00,,10.44454863,,14.84940239,155.0953054,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.228,1346.00,-329.26,10.40955694,,14.84434289,154.5230326,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.28,1348.00,,10.41708007,-0.08,14.84065228,154.596263,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.37,1351.00,-331.26,10.34434585,,14.83682956,153.4772963,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.43,1353.00,,10.20463019,,14.8359235,151.3951128,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.564995,1358.00,-331.39,10.62019635,-0.08,14.83388654,157.5387877,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.654995,1361.00,-331.42,10.80908721,-0.08,14.81675296,160.1555749,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.70,1361.00,,10.97477944,,14.80196015,162.448248,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.79,1366.00,-331.53,11.24509037,-0.08,14.7850943,166.2597215,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.87,1371.00,,11.34493764,-0.08,14.76921288,167.5557991,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.925995,1371.00,,11.57350378,,14.75476083,170.7642802,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.010995,1371.00,-351.06,11.80656785,-0.08,14.72921421,173.901467,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.073995,1371.00,,11.87592505,,14.71410081,174.7435584,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.127995,1371.00,-356.10,12.0523997,,14.71068046,177.2990008,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.21,1371.00,,12.057627,-0.09,14.70023911,177.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.270995,1371.00,-366.17,12.24017138,,14.69397456,179.8567669,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.402995,1371.00,,12.34325146,-0.09,14.69711523,181.4101889,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.475995,1371.00,-372.73,12.37245183,-0.09,14.69284365,181.7865004,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.527,1371.00,,12.24272803,,14.68683991,179.8069866,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.61,1371.00,-373.98,12.33326352,-0.09,14.68629654,181.1299654,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.672995,1371.00,,12.35744151,,14.68281905,181.4420777,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.72,1371.00,-376.70,12.40354177,,14.6822592,182.1120153,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.801995,1371.00,,12.41164494,-0.09,14.68657755,182.284586,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.858,1371.00,-375.79,12.32683158,,14.68091121,180.9691198,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.938,1371.00,,12.24714468,-0.09,14.68070616,179.7967323,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.996995,1371.00,,12.25968327,,14.67946931,179.9656443,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.076,1371.00,-374.59,12.27271629,-0.09,14.67928229,180.1546668,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.132995,1371.00,,12.3938837,,14.67374908,181.8647396,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.256995,1371.00,-374.26,12.32396403,-0.09,14.67720136,180.8813017,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.332995,1371.00,-374.18,12.30541132,,14.67673883,180.6033082,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.402995,1371.00,,12.29560443,-0.09,14.67914145,180.4889167,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.46,1371.00,-372.94,12.64674172,,14.66511473,185.4659184,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.536995,1371.00,,12.37745544,-0.09,14.66807526,181.5534479,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.556995,1371.00,,12.37687943,,14.6754006,181.6356639,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.621995,1371.00,-371.61,12.35498852,,14.68108536,181.384641,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.680995,1371.00,,12.29636708,-0.09,14.67882282,180.4961937,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.778995,1376.00,-371.72,12.369795,,14.6762031,181.5416237,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.841995,1386.00,,12.34390803,-0.09,14.67788999,181.1825241,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.94,1394.00,-374.41,12.43869898,,14.66589067,182.4245993,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.015995,1400.00,,12.90487219,-0.09,14.63743662,188.8942488,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.076,1400.00,-377.96,13.29801481,,14.61047638,194.2903314,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.201995,1400.00,,14.0533301,-0.09,14.55651312,204.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.273995,1400.00,-388.03,14.29346927,-0.09,14.53983777,207.8247242,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.326995,1400.00,,14.40218805,,14.53082171,209.2756268,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.412995,1400.00,-405.00,14.58486951,-0.09,14.51527008,211.70332,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.475995,1400.00,,14.67513917,,14.50977994,212.9330399,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.550995,1400.00,-414.66,14.69011969,-0.09,14.50619004,213.097668,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.604995,1400.00,,14.67540462,,14.50439899,212.8579239,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.692995,1400.00,-418.84,14.66362707,-0.09,14.50411558,212.6829418,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.746995,1400.00,,14.64806721,,14.50436806,212.4609582,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.835,1400.00,-419.59,14.64917612,,14.5035689,212.4653352,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.899995,1400.00,,14.63057174,-0.09,14.50450736,212.2092355,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.00,1400.00,-419.55,14.60132977,,14.50387812,211.7759075,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.07,1400.00,-418.57,14.5822754,-0.09,14.50368407,211.4967154,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.13,1400.00,,14.72514641,,14.49335823,213.416822,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.782,1072.00,,0.09,,15.68570974,1.414532767,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.87,1082.00,5.94909872,0.210748736,-0.03,15.6756741,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.951995,1087.00,,0.30321932,,15.6684284,4.75097021,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.036,1087.00,6.83444502,0.406408326,-0.04,15.66011531,6.364401241,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.056995,1087.00,,0.419293151,,15.65868183,6.565578044,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.112,1089.00,3.415760011,0.48321032,,15.65493568,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.194995,1094.00,,0.537277321,-0.04,15.65095503,8.408903191,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.247995,1097.00,,0.559114851,,15.64916111,8.749678376,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.331995,1099.00,-10.13,0.617657042,-0.04,15.64478437,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.385995,1099.00,,0.656251956,,15.64176295,10.26493753,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.469,1099.00,-20.36,0.699083503,-0.04,15.63841229,10.93255604,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.523,1099.00,,0.716905495,,15.63791977,11.21091061,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.600995,1099.00,-26.90,0.738289455,-0.04,15.63572895,11.5436938,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.66,1099.00,,0.744437783,,15.63441731,11.63885096,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.739995,1099.00,-31.52,0.751792369,,15.63362124,11.75323715,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.849995,1099.00,,0.754184147,-0.04,15.63181142,11.78926436,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.911995,1099.00,-34.69,0.757724825,-0.04,15.63199173,11.8447482,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.99,1099.00,-35.41,0.755920415,,15.63250288,11.81692807,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.01,1099.00,,0.756519894,,15.63225062,11.82610859,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.067995,1099.00,,0.760419254,-0.04,15.63230761,11.88710769,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.149995,1099.00,-35.87,0.762997424,,15.6315777,11.92685352,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.192995,1099.00,,0.755734748,,15.63073531,11.81268982,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.277,1099.00,-36.03,0.75997911,-0.04,15.63084659,11.87911688,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.327995,1099.00,,0.759150454,,15.63098819,11.86627178,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.402,1099.00,,0.76,-0.04,15.63062517,11.89788825,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.448995,1099.00,-35.80,0.756563727,,15.63023494,11.8252688,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.53,1099.00,,0.766849714,-0.04,15.63087187,11.98652963,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.578995,1099.00,,0.77,,15.63025854,12.02349376,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.663995,1099.00,-37.20,0.769022851,-0.04,15.63087038,12.0204965,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.730995,1099.00,,0.759629421,,15.63056192,11.8734347,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.80,1099.00,-38.39,0.762789236,,15.63087446,11.92306279,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.85,1099.00,,0.758723234,-0.04,15.63084882,11.85948816,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.930995,1099.00,-38.90,0.759510253,,15.63043997,11.87147942,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.974995,1104.00,,0.762643403,-0.04,15.6298771,11.92002266,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.072995,1117.00,-38.05,0.763628672,,15.63024021,11.93569958,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.141995,1122.00,,0.78,-0.04,15.62895541,12.188458,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.17,1125.00,-37.75,0.799528757,,15.62784439,12.49491099,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.24,1132.00,,0.895533978,,15.62039315,13.98859282,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.301995,1137.00,,0.965846397,-0.04,15.61551084,15.08218488,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.385995,1145.00,-38.98,1.074760026,,15.60723309,16.77403025,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.411,1145.00,,1.098145311,-0.04,15.6056346,17.13725446,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.478,1145.00,-44.28,1.209364209,,15.59609981,18.86136491,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.532,1147.00,,1.293870868,,15.58901092,20.17016709,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.630995,1152.00,-52.11,1.385390987,-0.04,15.58159874,21.58660647,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.733995,1155.00,,1.460311753,,15.57503233,22.74440277,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.819995,1155.00,-64.19,1.537932062,-0.04,15.56857193,23.94340592,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.942995,1160.00,-70.57,1.637547885,-0.04,15.55989335,25.48007045,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.001995,1160.00,,1.670216838,,15.55760644,25.98457625,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.076995,1160.00,-75.33,1.742338692,-0.05,15.551617,27.09618403,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.123995,1160.00,,1.776149762,,15.54724259,27.61423123,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.206,1160.00,,1.812498304,-0.05,15.54414515,28.17373672,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.259995,1160.00,-82.16,1.832110873,,15.54346058,28.47734314,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.336995,1160.00,,1.844652135,-0.05,15.54245599,28.67042463,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.36,1160.00,,1.847161487,,15.54202945,28.70863824,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.42,1160.00,-84.81,1.85421571,,15.54109413,28.81654089,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.474995,1160.00,,1.869297665,-0.05,15.54047999,29.04978296,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.596995,1160.00,-87.33,1.8700285,,15.539619,29.05953042,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.666,1160.00,,1.868921543,-0.05,15.53968388,29.04244998,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.730995,1160.00,-88.18,1.87,,15.53868795,28.99399829,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.78,1160.00,,1.866344144,-0.05,15.53861566,29.00040434,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.855995,1160.00,-87.60,1.88,,15.53802894,29.13898795,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.91,1160.00,,1.872513775,,15.53774901,29.09464905,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.987,1160.00,-87.23,1.87,-0.05,15.53683416,29.11061377,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.051995,1160.00,,1.87142374,-0.05,15.53745167,29.07715592,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.099995,1160.00,,1.863630614,,15.53801768,28.95712543,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.180995,1160.00,-85.22,1.863212214,,15.53785924,28.95032912,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.237995,1160.00,,1.871566482,-0.05,15.53777768,29.07998392,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.358995,1160.00,-85.65,1.86576711,,15.53798313,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.425,1160.00,-85.73,1.867957162,-0.05,15.53736243,29.02312743,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.471995,1160.00,,1.866372291,,15.53760952,28.99896386,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.558995,1160.00,,1.869137217,-0.05,15.53684441,29.04049413,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.623995,1160.00,-87.18,1.872513991,,15.53644569,29.09221193,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.675,1160.00,,1.870428241,-0.05,15.53570768,29.05842639,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.750995,1160.00,-87.55,1.868236548,,15.53531141,29.02363655,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.81,1160.00,,1.861146604,,15.53518631,28.91325925,,,,,,,,,,,,,,,,,,,,,,,,,,,
